id,name,description,external_url,background_color,body,background,clothes_org,eyes,face,mouth_org,hat_org,special_org,clothes,hat,mouth,special
130,AstarCat#0130,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Rain Coat Pink,Laser Beam,Yellow,Bitter Smile,HeadPhones,Coin,Rain Coat Pink,HeadPhones,Bitter Smile,Laser Beam
131,AstarCat#0131,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Scarf Blue,Angry,Yellow,Surprised,Sauna Hat Green,Rocket,Scarf Blue,Sauna Hat Green,Surprised,Rocket
132,AstarCat#0132,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Flower,Shirt Blue,Smirk,Pink,Neutral,Sushi Tuna,Rainbow Rabbit,Shirt Blue,Sushi Tuna,Neutral,Rainbow Rabbit
133,AstarCat#0133,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Heart,Striped Shirt Mint,Sleepy,Transparent,Squiggle,Nightcap Orange,None,Striped Shirt Mint,Nightcap Orange,Squiggle,None
134,AstarCat#0134,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Uniform Green,Angry,Pink,Bitter Smile,Knitted Hat Red,Rainbow Fish,Uniform Green,Knitted Hat Red,Bitter Smile,Rainbow Fish
135,AstarCat#0135,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Neon,Flower T-shirt Blue,Smirk,Robot White,Fangs,Party Pink,None,None,Party Pink,Fangs,None
136,AstarCat#0136,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Frilled Ribbon Pink,Neutral,Yellow,Smile,Nightcap Blue,None,Frilled Ribbon Pink,Nightcap Blue,Smile,None
137,AstarCat#0137,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Hoodie Red,Neutral,Blue,Fangs,Panda,None,Hoodie Red,Panda,Fangs,None
138,AstarCat#0138,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Striped Shirt Purple,Hearts,Pink,Frown,Wreath,None,Striped Shirt Purple,Wreath,Frown,None
139,AstarCat#0139,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Shirt Mint,Staring,Yellow,Smile,Halo,Rabbit,Shirt Mint,Halo,Smile,Rabbit
140,AstarCat#0140,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sparkle,Kindergarten Uniform Pink,Sparkle,Pink,Smoking,Cap Yellow,Fish,Kindergarten Uniform Pink,Cap Yellow,Smoking,Smoking
141,AstarCat#0141,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Hero Suit,Smirk,Blue,Tongue,Sauna Hat Gray,Fish,Hero Suit,Sauna Hat Gray,Tongue,Fish
142,AstarCat#0142,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Flower,Shirt Pink,Neutral,Yellow,Uhh,Pancake,None,Shirt Pink,Pancake,Uhh,None
143,AstarCat#0143,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Cloud T-shirt Orange,Star Glasses,Pink,Bitter Smile,None,Froggy,Cloud T-shirt Orange,None,Bitter Smile,Froggy
144,AstarCat#0144,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Orange,Dot T-shirt Green,Embarrassed,Zombie,Neutral,Apricot Flower,None,Dot T-shirt Green,Apricot Flower,Neutral,None
145,AstarCat#0145,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Frilled Ribbon Black,Sparkle,Blue,Yay,Silk Hat Pink,None,Frilled Ribbon Black,Silk Hat Pink,Yay,None
146,AstarCat#0146,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Heart,Panda Costume,XX,Robot White,Happy,HeadBand Green,None,None,HeadBand Green,Happy,None
147,AstarCat#0147,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Hoodie Blue,Sunglasses,Yellow,Uhh,Ribbon Pink,None,Hoodie Blue,Ribbon Pink,Uhh,None
148,AstarCat#0148,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Striped Shirt Yellow,Sparkle,Pink,Neutral,Nightcap Orange,None,Striped Shirt Yellow,Nightcap Orange,Neutral,None
149,AstarCat#0149,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Striped Shirt Purple,Wink,Pink,Smirk,Lion,None,Striped Shirt Purple,Lion,Smirk,None
150,AstarCat#0150,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Sweater Red,Wink,Yellow,Smoking,Beret Red,Froggy,Sweater Red,Beret Red,Smoking,Smoking
151,AstarCat#0151,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Yellow,Hoodie Green,Heart Glasses,Gold,Uhh,Sauna Hat Yellow,None,Hoodie Green,Sauna Hat Yellow,Uhh,None
152,AstarCat#0152,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Sweater Orange,Wink,Pink,Smile,Sauna Hat Yellow,None,Sweater Orange,Sauna Hat Yellow,Smile,None
153,AstarCat#0153,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Night,Cloud T-shirt Blue,Sparkle,Pink,Frown,Sauna Hat Green,None,Cloud T-shirt Blue,Sauna Hat Green,Frown,None
154,AstarCat#0154,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Suit Blue,Tired,Blue,Tongue,Knitted Hat Red,None,Suit Blue,Knitted Hat Red,Tongue,None
155,AstarCat#0155,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Striped Shirt Purple,Hero Mask,Pink,Surprised,Beret Green,None,Striped Shirt Purple,Beret Green,Surprised,None
156,AstarCat#0156,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Blue,Shirt White,Staring,Zombie,Bitter Smile,Sheep,Fish,Shirt White,Sheep,Bitter Smile,Fish
157,AstarCat#0157,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Track Suit Blue,Angry,Pink,Yay,Flower,None,Track Suit Blue,Flower,Yay,None
158,AstarCat#0158,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Cloud T-shirt Orange,Squint,Yellow,Surprised,Sauna Hat Green,None,Cloud T-shirt Orange,Sauna Hat Green,Surprised,None
159,AstarCat#0159,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Shirt White,Neutral,Blue,Bitter Smile,Chef,Mouse,Shirt White,Chef,Bitter Smile,Mouse
160,AstarCat#0160,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Purple,Flower T-shirt Orange,Wink,Gold,Tongue,Cap Red,None,Flower T-shirt Orange,Cap Red,Tongue,None
161,AstarCat#0161,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Float Yellow,Neutral,Blue,Teeth,Knitted Hat Red,None,Float Yellow,Knitted Hat Red,Teeth,Float Yellow
162,AstarCat#0162,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Flower,Cloud T-shirt Green,Tired,Yellow,Yammy,Party Yellow,None,Cloud T-shirt Green,Party Yellow,Yammy,None
163,AstarCat#0163,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Heart,Kimono Yellow,Hearts,Pink,Smile,Cap Red,Rabbit,Kimono Yellow,Cap Red,Smile,Rabbit
164,AstarCat#0164,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Heart,None,Wink,Yellow,Uhh,Sauna Hat Yellow,Mouse,None,Sauna Hat Yellow,Uhh,Mouse
165,AstarCat#0165,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Dot T-shirt Green,Sparkle,Blue,Surprised,Apricot Flower,None,Dot T-shirt Green,Apricot Flower,Surprised,None
166,AstarCat#0166,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Pink,Hoodie Orange,XX,Robot White,Surprised,Sauna Hat Gray,Ghost,None,Sauna Hat Gray,Surprised,Ghost
167,AstarCat#0167,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Green,Heart T-shirt Pink,Angry,Gold,Yay,Sushi Egg,Coin,Heart T-shirt Pink,Sushi Egg,Yay,Coin
168,AstarCat#0168,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Sweater Green,Smirk,Pink,Neutral,Ribbon Pink,None,Sweater Green,Ribbon Pink,Neutral,None
169,AstarCat#0169,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,None,Embarrassed,Blue,Beam Chum,Flower,None,None,Flower,Beam Chum,None
170,AstarCat#0170,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Flower T-shirt Blue,Hearts,Blue,Smirk,Party Blue,None,Flower T-shirt Blue,Party Blue,Smirk,None
171,AstarCat#0171,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Sailor Suit Purple,Angry,Blue,Chewing Gum,HeadBand Blue,None,Sailor Suit Purple,HeadBand Blue,Chewing Gum,None
172,AstarCat#0172,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rain,Overall Beige,Hearts,Blue,Chewing Gum,Fire,None,Overall Beige,Fire,Chewing Gum,None
173,AstarCat#0173,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Uniform Orange,XX,Yellow,Teeth,Pirate,Rabbit,Uniform Orange,Pirate,Teeth,Rabbit
174,AstarCat#0174,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Dot T-shirt Orange,Wink,Yellow,Frown,Cap Blue,None,Dot T-shirt Orange,Cap Blue,Frown,None
175,AstarCat#0175,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Rain,Sweater Green,Sparkle,Pink,Uhh,Cap Blue,None,Sweater Green,Cap Blue,Uhh,None
176,AstarCat#0176,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Mountain,Checked Shirt Blue,Embarrassed,Blue,Uhh,Silk Hat Navy,None,Checked Shirt Blue,Silk Hat Navy,Uhh,None
177,AstarCat#0177,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Flower T-shirt Orange,Happy,Pink,Neutral,Party Pink,Fish,Flower T-shirt Orange,Party Pink,Neutral,Fish
178,AstarCat#0178,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot Blue,Yellow,Checked Shirt Orange,Neutral,Robot Blue,Mustache,Halo,Fish,None,Halo,Mustache,Fish
179,AstarCat#0179,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Kimono Blue,Dozing,Blue,Surprised,HeadBand Blue,None,Kimono Blue,HeadBand Blue,Surprised,None
180,AstarCat#0180,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Striped Shirt Blue,Squint,Pink,Beam Chum,Beret Red,None,Striped Shirt Blue,Beret Red,Beam Chum,None
181,AstarCat#0181,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Dark,Shirt Mint,Star Glasses,Gold,Smirk,Cap Blue,Fish,Shirt Mint,Cap Blue,Smirk,Fish
182,AstarCat#0182,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Orange,Track Suit Blue,Wink,Robot White,Tongue,Apple,None,None,Apple,Tongue,None
183,AstarCat#0183,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Cloud T-shirt Orange,Smirk,Yellow,Uhh,Dog,None,Cloud T-shirt Orange,Dog,Uhh,None
184,AstarCat#0184,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Sweater Green,Star Glasses,Pink,Happy,Horn,None,Sweater Green,Horn,Happy,None
185,AstarCat#0185,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Flower,Dot T-shirt Green,Sleepy,Pink,Surprised,Earrings,Fish,Dot T-shirt Green,Earrings,Surprised,Fish
186,AstarCat#0186,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dot,Sweater Green,Staring,Pink,Squiggle,Silk Hat Pink,None,Sweater Green,Silk Hat Pink,Squiggle,None
187,AstarCat#0187,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Cloud T-shirt Pink,Dozing,Pink,Tongue,HeadBand Red,None,Cloud T-shirt Pink,HeadBand Red,Tongue,None
188,AstarCat#0188,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rain,Flower T-shirt Purple,Dozing,Yellow,Frown,Sushi Tuna,Mouse,Flower T-shirt Purple,Sushi Tuna,Frown,Mouse
189,AstarCat#0189,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Striped Shirt Mint,Sleepy,Yellow,UWU,Wizard,None,Striped Shirt Mint,Wizard,UWU,None
190,AstarCat#0190,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sparkle,Heart T-shirt Yellow,Cry,Yellow,Smirk,Sprout,Rabbit,Heart T-shirt Yellow,Sprout,Smirk,Rabbit
191,AstarCat#0191,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Blue,Sweater Green,Neutral,Zombie,Teeth,Party Yellow,Mouse,Sweater Green,Party Yellow,Teeth,Mouse
192,AstarCat#0192,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Shirt Mint,XX,Yellow,Yay,None,None,Shirt Mint,None,Yay,None
193,AstarCat#0193,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Dark,Cloud T-shirt Pink,Smirk,Alien,Happy,Bunny Hairband,None,Cloud T-shirt Pink,Bunny Hairband,Happy,None
194,AstarCat#0194,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Heart,Shirt White,Neutral,Yellow,Frown,Beret Green,None,Shirt White,Beret Green,Frown,None
195,AstarCat#0195,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Clouds,Dot T-shirt Green,XX,Pink,Fangs,Cap Yellow,None,Dot T-shirt Green,Cap Yellow,Fangs,None
196,AstarCat#0196,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Yellow,Scarf Blue,Star Glasses,Zombie,Mustache,Wreath,Rocket,Scarf Blue,Wreath,Mustache,Rocket
197,AstarCat#0197,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dot,Shirt Mint,XX,Pink,Smoking,Party Yellow,None,Shirt Mint,Party Yellow,Smoking,Smoking
198,AstarCat#0198,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Hoodie Red,Happy,Pink,Yay,Wizard,None,Hoodie Red,Wizard,Yay,None
199,AstarCat#0199,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Pink,Checked Shirt Blue,Hearts,Zombie,Happy,Cap Blue,Duck,Checked Shirt Blue,Cap Blue,Happy,Duck
200,AstarCat#0200,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sparkle,Astar Polkadot T-shirt,Wink,Pink,Squiggle,Horn,Froggy,Astar Polkadot T-shirt,Horn,Squiggle,Froggy
201,AstarCat#0201,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Track Suit Gray,Wink,Yellow,Bitter Smile,Snot Bubble,None,Track Suit Gray,Snot Bubble,Bitter Smile,None
202,AstarCat#0202,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Suit Pink,Pixel Sunglasses,Yellow,Uhh,Fire,Ghost,Suit Pink,Fire,Uhh,Ghost
203,AstarCat#0203,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Orange,Dot T-shirt Pink,Happy,Alien,Surprised,Sushi Egg,Duck,Dot T-shirt Pink,Sushi Egg,Surprised,Duck
204,AstarCat#0204,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Orange,Heart T-shirt Pink,XX,Transparent,Squiggle,Knitted Hat Red,None,Heart T-shirt Pink,Knitted Hat Red,Squiggle,None
205,AstarCat#0205,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Scarf Pink,Neutral,Blue,Uhh,Apple,Coin,Scarf Pink,Apple,Uhh,Coin
206,AstarCat#0206,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Dot,Striped Shirt Mint,Pixel Sunglasses,Transparent,Uhh,Sauna Hat Gray,None,Striped Shirt Mint,Sauna Hat Gray,Uhh,None
207,AstarCat#0207,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Track Suit Blue,Smirk,Blue,Huh,Knitted Hat Red,Ghost,Track Suit Blue,Knitted Hat Red,Huh,Ghost
208,AstarCat#0208,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Flower T-shirt Green,Wink,Blue,Neutral,Sushi Egg,None,Flower T-shirt Green,Sushi Egg,Neutral,None
209,AstarCat#0209,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Heart T-shirt Pink,3D Glasses,Yellow,Neutral,Party Pink,Ghost,Heart T-shirt Pink,Party Pink,Neutral,Ghost
210,AstarCat#0210,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Panda Costume,Cry,Pink,Yay,Knitted Hat Blue,Shuriken,Panda Costume,Knitted Hat Blue,Yay,Shuriken
211,AstarCat#0211,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dot,Hoodie Red,Hearts,Pink,Smoking,Party Pink,None,Hoodie Red,Party Pink,Smoking,Smoking
212,AstarCat#0212,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Track Suit Gray,Happy,Blue,Neutral,Wreath,Froggy,Track Suit Gray,Wreath,Neutral,Froggy
213,AstarCat#0213,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Striped Shirt Mint,Sunglasses,Pink,Frown,Silk Hat Navy,None,Striped Shirt Mint,Silk Hat Navy,Frown,None
214,AstarCat#0214,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Galaxy,Float Pink,Heart Glasses,Pink,Happy,Sauna Hat Green,None,Float Pink,Sauna Hat Green,Happy,Float Pink
215,AstarCat#0215,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Striped Shirt Yellow,Star Glasses,Blue,Happy,Party Blue,Ghost,Striped Shirt Yellow,Party Blue,Happy,Ghost
216,AstarCat#0216,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Sweater Orange,Neutral,Blue,Huh,Cap Yellow,None,Sweater Orange,Cap Yellow,Huh,None
217,AstarCat#0217,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Cloud T-shirt Green,Angry,Yellow,Huh,HeadBand Red,None,Cloud T-shirt Green,HeadBand Red,Huh,None
218,AstarCat#0218,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Rain Coat Green,XX,Blue,UWU,Silk Hat Navy,None,Rain Coat Green,None,UWU,None
219,AstarCat#0219,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Sunset,Hoodie Red,Sleepy,Alien,Teeth,Cap Blue,None,Hoodie Red,Cap Blue,Teeth,None
220,AstarCat#0220,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dot,Cloud T-shirt Blue,Sparkle,Yellow,Smile,Horn,Duck,Cloud T-shirt Blue,Horn,Smile,Duck
221,AstarCat#0221,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Heart,Cloud T-shirt Green,Hearts,Yellow,Surprised,Beret Red,None,Cloud T-shirt Green,Beret Red,Surprised,None
222,AstarCat#0222,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Angel Wings,Wink,Yellow,Smile,Pirate,None,Angel Wings,Pirate,Smile,None
223,AstarCat#0223,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Flower T-shirt Orange,Neutral,Pink,UWU,Cap Blue,None,Flower T-shirt Orange,Cap Blue,UWU,None
224,AstarCat#0224,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Flower,Hoodie Blue,Sparkle,Blue,Mustache,Lion,None,Hoodie Blue,Lion,Mustache,None
225,AstarCat#0225,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Overall Blue,Tired,Pink,Tongue,Silk Hat Pink,None,Overall Blue,Silk Hat Pink,Tongue,None
226,AstarCat#0226,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sparkle,Dot T-shirt Orange,Happy,Yellow,Smile,Sauna Hat Green,None,Dot T-shirt Orange,Sauna Hat Green,Smile,None
227,AstarCat#0227,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Shirt Beige,Cry,Yellow,Frown,Bear,None,Shirt Beige,Bear,Frown,None
228,AstarCat#0228,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Flower T-shirt Orange,3D Glasses,Blue,Yammy,HeadPhones,None,Flower T-shirt Orange,HeadPhones,Yammy,None
229,AstarCat#0229,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Dot T-shirt Pink,Squint,Yellow,Chewing Gum,Knitted Hat Red,None,Dot T-shirt Pink,Knitted Hat Red,Chewing Gum,None
230,AstarCat#0230,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Blue,Shirt White,Angry,Gold,Smirk,Pirate,Froggy,Shirt White,Pirate,Smirk,Froggy
231,AstarCat#0231,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Green,Hoodie Yellow,3D Glasses,Yellow,Smoking,Sushi Tuna,None,Hoodie Yellow,Sushi Tuna,Smoking,Smoking
232,AstarCat#0232,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Snow,Scarf Yellow,Sleepy,Blue,Happy,Flower,Rabbit,Scarf Yellow,Flower,Happy,Rabbit
233,AstarCat#0233,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Cloud T-shirt Green,Staring,Yellow,Mask,Party Yellow,Rocket,Cloud T-shirt Green,Party Yellow,Mask,Rocket
234,AstarCat#0234,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Heart T-shirt Yellow,Sunglasses,Blue,Frown,Pirate,None,Heart T-shirt Yellow,Pirate,Frown,None
235,AstarCat#0235,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Heart T-shirt Blue,Sunglasses,Pink,Teeth,Antenna,None,Heart T-shirt Blue,Antenna,Teeth,None
236,AstarCat#0236,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Heart,Float Pink,Wink,Pink,Yammy,Panda,None,Float Pink,Panda,Yammy,Float Pink
237,AstarCat#0237,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Overall Blue,Heart Glasses,Pink,Uhh,Sushi Egg,Ghost,Overall Blue,Sushi Egg,Uhh,Ghost
238,AstarCat#0238,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Cloud T-shirt Orange,Embarrassed,Blue,Surprised,Apple,None,Cloud T-shirt Orange,Apple,Surprised,None
239,AstarCat#0239,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sunset,Striped Shirt Mint,Sunglasses,Pink,Huh,Sauna Hat Gray,Rabbit,Striped Shirt Mint,Sauna Hat Gray,Huh,Rabbit
240,AstarCat#0240,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Clouds,Flower T-shirt Pink,Dozing,Meatbun,Happy,Beret Blue,None,Flower T-shirt Pink,Beret Blue,Happy,None
241,AstarCat#0241,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Hoodie Yellow,Neutral,Blue,Neutral,HeadBand Red,None,Hoodie Yellow,HeadBand Red,Neutral,None
242,AstarCat#0242,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Galaxy,Heart T-shirt Blue,Sparkle,Gold,Squiggle,Ribbon Blue,Rocket,Heart T-shirt Blue,Ribbon Blue,Squiggle,Rocket
243,AstarCat#0243,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dot,Sweater Green,Sleepy,Yellow,Chewing Gum,HeadPhones,None,Sweater Green,HeadPhones,Chewing Gum,None
244,AstarCat#0244,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Hoodie Green,Happy,Pink,Smoking,Cap Blue,None,Hoodie Green,Cap Blue,Smoking,Smoking
245,AstarCat#0245,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Yellow,Dot T-shirt Blue,Zombie,Zombie,Yay,Flower,None,Dot T-shirt Blue,Flower,Yay,None
246,AstarCat#0246,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Night,Sweater Green,Dozing,Pink,Teeth,Snot Bubble,Rabbit,Sweater Green,Snot Bubble,Teeth,Rabbit
247,AstarCat#0247,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sunset,Track Suit Blue,Angry,Yellow,Smirk,Panda,None,Track Suit Blue,Panda,Smirk,None
248,AstarCat#0248,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Striped Shirt Gray,Happy,Blue,Tongue,Strawberry,None,Striped Shirt Gray,Strawberry,Tongue,None
249,AstarCat#0249,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Purple,Track Suit Gray,Sleepy,Transparent,Teeth,Silk Hat Pink,Ghost,Track Suit Gray,Silk Hat Pink,Teeth,Ghost
250,AstarCat#0250,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Flower,Sweater Red,Angry,Yellow,Smirk,Nightcap Orange,None,Sweater Red,Nightcap Orange,Smirk,None
251,AstarCat#0251,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Checked Shirt Orange,XX,Yellow,Huh,Snot Bubble,Froggy,Checked Shirt Orange,Snot Bubble,Huh,Froggy
252,AstarCat#0252,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Uniform Green,Sunglasses,Yellow,Happy,HeadBand Red,Froggy,Uniform Green,HeadBand Red,Happy,Froggy
253,AstarCat#0253,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Hoodie Green,Smirk,Pink,Smoking,Apple,None,Hoodie Green,Apple,Smoking,Smoking
254,AstarCat#0254,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Sparkle,Bunny Costume,Angry,Alien,Yammy,Earrings,Fish,Bunny Costume,Earrings,Yammy,Fish
255,AstarCat#0255,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sunset,Kimono Yellow,Happy,Blue,Tongue,Sheep,Fish,Kimono Yellow,Sheep,Tongue,Fish
256,AstarCat#0256,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Overall Navy,Happy,Blue,Neutral,Sauna Hat Yellow,None,Overall Navy,Sauna Hat Yellow,Neutral,None
257,AstarCat#0257,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rain,Track Suit Gray,Neutral,Blue,Tongue,Dog,None,Track Suit Gray,Dog,Tongue,None
258,AstarCat#0258,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Suit Blue,XX,Yellow,Bitter Smile,Sushi Egg,Froggy,Suit Blue,Sushi Egg,Bitter Smile,Froggy
259,AstarCat#0259,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Flower,Heart T-shirt Pink,Sleepy,Pink,Smile,Halo,Rabbit,Heart T-shirt Pink,Halo,Smile,Rabbit
260,AstarCat#0260,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Heart,Sailor Suit Purple,Sleepy,Yellow,Alien,Sushi Tuna,None,Sailor Suit Purple,Sushi Tuna,Alien,None
